Time,Pressure before pump (Arith. Mean),Pressure after pump (Arith. Mean),Differential pressure (Arith. Mean),Flow rate (Arith. Mean),Tank temperature (Arith. Mean),Temperature TS inlet (Arith. Mean),Temperature TS outlet (Arith. Mean),Bypass temperature (Arith. Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2021-08-21 11:52:20.474,0.4478,0.002575,0.253911,453.935159,21.608008,-1.062171,0.236946,0.553898,2.001,2680.024,44.66706666666666
2021-08-21 11:52:22.474,0.447665,0.002517,0.253961,453.609933,21.609966,-1.07571,0.239757,0.554864,2.0,2682.024,44.700399999999995
2021-08-21 11:52:24.473,0.446278,0.002464,0.250046,454.175925,21.607592,-1.076656,0.252419,0.557406,1.999,2684.023,44.733716666666666
2021-08-21 11:52:26.474,0.445835,0.00241,0.248461,461.296009,21.600006,-1.060662,0.230452,0.549765,2.001,2686.024,44.767066666666665
2021-08-21 11:52:28.473,0.441747,0.002464,0.246635,459.548779,21.60641,-1.069762,0.229437,0.552415,1.999,2688.023,44.800383333333336
2021-08-21 11:52:30.473,0.419363,0.002601,0.230446,450.132761,21.601041,-1.081354,0.268765,0.552304,2.0,2690.023,44.83371666666667
2021-08-21 11:52:32.473,0.413163,0.002609,0.226386,439.111897,21.607932,-1.086604,0.243169,0.554404,2.0,2692.023,44.86705
2021-08-21 11:52:34.473,0.407631,0.002567,0.222109,437.893119,21.615019,-1.078926,0.245401,0.558539,2.0,2694.023,44.90038333333334
2021-08-21 11:52:36.473,0.406214,0.002501,0.220804,434.901573,21.610229,-1.08457,0.254589,0.556898,2.0,2696.023,44.93371666666667
2021-08-21 11:52:38.473,0.404308,0.002488,0.220993,433.925608,21.611213,-1.085226,0.257346,0.557227,2.0,2698.023,44.96705
2021-08-21 11:52:40.473,0.402029,0.002428,0.223437,423.314932,21.602354,-1.08772,0.258593,0.555192,2.0,2700.023,45.00038333333334
2021-08-21 11:52:42.473,0.400105,0.002425,0.222421,415.865535,21.609441,-1.086801,0.255377,0.556176,2.0,2702.023,45.03371666666667
2021-08-21 11:52:44.473,0.399181,0.002464,0.222008,415.528426,21.605307,-1.087457,0.261021,0.555914,2.0,2704.023,45.06705
2021-08-21 11:52:46.473,0.399577,0.002449,0.221787,415.285613,21.611213,-1.104914,0.260693,0.560837,2.0,2706.023,45.10038333333333
2021-08-21 11:52:48.471,0.399241,0.002416,0.221999,415.435897,21.607515,-1.093435,0.265029,0.554629,1.998,2708.021,45.13368333333334
2021-08-21 11:52:50.473,0.399609,0.002397,0.222031,415.093239,21.608937,-1.091654,0.262332,0.558573,2.002,2710.023,45.16705
